SEED,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,YEAR
NA,Binghamton,AE,27,10,98.9,117,0.125,47.9,53.3,17.7,14.2,25.7,31.6,22.5,30.3,47.2,54.2,32.4,34.6,68.5,-14,NA,2020
NA,Southeast Missouri St.,OVC,29,7,95.3,112,0.123,47,54.7,19.7,18.6,25.9,28.9,34.3,34.6,46.4,54.4,32.1,36.9,67.4,-19,NA,2020
NA,South Carolina St.,MEAC,27,11,96,114,0.113,46.7,53,20.5,17.6,30.3,28.2,39.7,38.9,48.4,54.6,28.5,33.4,66.9,-14,NA,2020
NA,Alabama St.,SWAC,32,8,86.1,103,0.109,44.6,51.3,22.6,20.4,26,29.8,35.7,38.3,44.1,52.3,30.3,32.9,69.4,-17,NA,2020
NA,High Point,BSth,30,9,94,113,0.101,45.7,55.6,21.6,17.8,31.2,28.7,40.5,36,44.7,53.2,31.7,38.9,66.4,-18,NA,2020
NA,Holy Cross,Pat,31,3,95.6,117,0.089,49.3,55.9,20.5,15.4,25.3,29.3,24.6,31.4,50.1,55.6,32,37.6,68.3,-24,NA,2020
NA,Central Connecticut,NEC,30,4,90.8,113,0.072,44.7,53.4,20.4,18,23.4,33.1,29.3,33.2,41.2,52.1,34.8,36.9,69.6,-21,NA,2020
NA,Alabama A&M,SWAC,30,8,86.7,108,0.07,42.4,51.3,18.8,18.2,24.9,26.9,32.7,35.2,42.6,52.7,28.1,32.4,68.1,-17,NA,2020
NA,Delaware St.,MEAC,30,6,93.9,117,0.069,47,54,19.8,18.7,26,30,33.5,43.8,47.4,55.3,30.9,34.8,74.5,-2,NA,2020
NA,Howard,MEAC,31,4,94.4,121,0.054,48.2,53.9,20.7,18.5,25.7,36.9,33.1,34.7,45.9,55,34.7,34.7,70.1,-25,NA,2020
NA,Arkansas Pine Bluff,SWAC,29,4,80.1,104,0.046,43.1,48.9,26.2,20.6,27.1,30.7,37.4,46.3,44.6,50.2,26.3,31.1,66.1,-2,NA,2020
NA,Maryland Eastern Shore,MEAC,31,5,82.1,108,0.041,40.5,51,21.1,20.4,26.2,31,25.7,36.6,42.5,51.3,25,33.7,67.7,-20,NA,2020
NA,Mississippi Valley St.,SWAC,30,4,89.2,119,0.035,43,54,18.2,17.6,23.5,35.9,22.9,36.1,42.2,55.5,29.4,34.1,77.4,-22,NA,2020
NA,Kennesaw St.,ASun,29,1,82.2,112,0.026,39.3,55.3,21.7,18.5,25.8,31.2,32.5,30.4,40.2,55,24.8,37.1,68.2,-21,NA,2020
NA,Chicago St.,WAC,26,4,85.6,120,0.019,45.5,57.5,26.5,16,20.6,32,42.2,42.5,45.4,55.3,30.4,40.6,69.2,-20,NA,2020
1,Gonzaga,WCC,32,31,125,90.9,0.976,61,47.7,16.1,19.3,30.1,23.8,35.8,25.7,63.9,47,36.8,32.7,73.5,8.52,2ND,2021
1,Baylor,B12,30,28,125,92.9,0.968,56.5,48.9,16.5,24.4,37.3,30.6,26.5,31.3,53.2,48.7,41.3,32.9,67.7,6.75,Champions,2021
2,Houston,Amer,31,28,119,91.3,0.955,50.4,43.9,16.2,21.1,39.8,27.9,31.3,41.2,49,43.4,34.8,29.9,64.3,4.11,F4,2021
1,Illinois,B10,31,24,116,90.7,0.949,55.6,46.5,18.1,16.1,32.2,22.1,37.9,30.1,55.4,45.1,37.2,32.9,70.5,8.81,R32,2021
1,Michigan,B10,28,23,116,90.6,0.947,54.7,44.4,16.6,14.8,29.6,24.7,30.4,24.3,53.5,42.6,38.1,32.2,66.6,7.13,E8,2021
2,Iowa,B10,31,22,123,97.2,0.939,54.7,48.8,13.3,16.1,30.9,29.1,32,22.2,52.6,46.6,38.6,34.8,69.8,5.58,R32,2021
6,USC,P12,33,25,114,90.5,0.936,52.7,44.9,18,16.9,35,28.3,36.3,24.1,52.2,42.1,36,33.3,66.8,5.57,E8,2021
5,Colorado,P12,32,23,115,92.5,0.929,52.4,47.9,17.1,19.8,30.8,25.5,29.5,29.1,50.4,46.8,37.3,33.3,66.1,4.91,R32,2021
2,Alabama,SEC,33,26,112,89.7,0.927,51.7,45.8,18.6,20.5,32.2,29.2,28.8,30.7,50.7,46.8,35.2,29.1,73.3,6.94,S16,2021
4,Florida St.,ACC,25,18,115,93.1,0.92,54,46.1,20.4,19.5,34.4,31.7,32.4,35.2,52.7,44.5,37.6,32.5,69.6,2.42,S16,2021
2,Ohio St.,B10,31,21,120,97.3,0.92,52.9,48.7,15.5,14.7,29.3,27,37.2,33.5,52.2,47.2,36,34,66.6,66,R64,2021
9,Wisconsin,B10,31,18,112,91.4,0.916,49.9,47.9,13.6,17.3,23.9,25.2,26.2,28.4,46.6,46.6,36.5,33.5,64.6,2.13,R32,2021
8,Loyola Chicago,MVC,29,26,109,89.2,0.914,55.7,47.2,18.3,21.5,27.1,20.9,31.5,22.7,57.2,46.3,35.4,32.5,63.4,1.83,S16,2021
5,Villanova,BE,25,18,118,96.8,0.91,53.2,51,13.7,18.4,27.7,25.7,30,25.6,53.4,50.7,35.3,34.3,64.1,3.12,S16,2021
7,Connecticut,BE,23,15,114,93.5,0.907,49,46.7,17.5,19.6,37.4,29.5,29,36.8,48.3,45.8,33.5,32.4,65.2,23,R64,2021
6,Texas Tech,B12,29,18,112,91.8,0.907,49.4,47.7,16,23.7,33.4,30,37.9,35.6,47.8,45.5,35.3,34.2,65.3,14,R32,2021
6,San Diego St.,MWC,27,23,111,91.5,0.904,52.4,47.5,16.7,22.4,30.1,24.3,33.2,32.5,50.4,44.9,36.8,33.8,65.5,3.12,R64,2021
11,UCLA,P12,32,22,115,95.6,0.902,52,50.4,15.7,17.5,30.5,25.1,31.6,28.2,50.3,50.4,37.2,33.7,63.7,2.62,F4,2021
3,Texas,B12,27,19,112,93.1,0.9,52.9,46,20.7,17.8,31.1,27.5,33.9,35.9,52.5,45.3,35.6,31.7,68.7,4.21,R64,2021
3,West Virginia,B12,29,19,116,96.5,0.894,48.9,51,16.8,21,35.9,31.1,37.9,27.9,46.1,51.5,36.4,33.5,69.2,3.12,R32,2021
8,LSU,SEC,29,19,119,99.5,0.894,52.3,48.5,15.6,17.9,31.4,32.1,34,29.8,52.4,51.3,34.7,30,70.3,2.32,R32,2021
4,Virginia,ACC,25,18,113,94.5,0.894,55.4,48,15,15.2,22.7,22.6,21.7,24.7,54.9,46.2,37.5,33.9,59.7,3.51,R64,2021
NA,Memphis,Amer,28,20,104,87,0.893,50.9,44.4,21.7,22,33.5,23.7,32.7,35.3,48.9,46.2,36.3,27.7,71.5,-1.1,NA,2021
5,Creighton,BE,31,22,112,93.6,0.892,55,47,15.7,17.9,24.6,28.3,25.7,25.5,55.7,46.7,36.1,31.7,68.6,3.31,S16,2021
6,BYU,WCC,26,20,112,94,0.892,54.9,46.9,19,15.7,28.7,23.4,27.9,29.4,54.8,45.8,36.7,32.8,67.8,3.61,R64,2021
3,Arkansas,SEC,32,25,109,91.4,0.891,50.7,47.9,17.1,20.1,31.7,26.5,32.7,29,51.2,46.3,33.2,33.6,72.5,4.61,E8,2021
5,Tennessee,SEC,27,18,107,90,0.887,49.6,46.3,18.2,22.8,31.3,28.7,34.4,30.6,49.6,44.9,33.1,32.4,66.7,2.42,R64,2021
NA,Arizona,P12,26,17,114,95.9,0.886,50.5,49.2,17.2,18,34.3,24.4,41.8,32.4,48.1,48,37.2,34.1,67.9,1.33,NA,2021
4,Purdue,B10,28,18,112,94.3,0.881,51,48.8,18.6,16.8,32.8,24.3,31.7,30.1,51.7,49.7,33.3,31.8,66.3,3.71,R64,2021
7,Oregon,P12,28,21,115,97.5,0.879,54.3,50.8,16.7,20.2,29,27.7,26,26.7,52.9,50.4,37.7,34.3,67.1,4.81,S16,2021
3,Kansas,B12,29,21,108,91.5,0.879,49.4,48,17.1,20,30.5,26.8,29.8,26.8,48.9,46.7,33.6,33.5,68.1,4.41,R32,2021
NA,Duke,ACC,24,13,114,97.1,0.873,53.6,51.3,18.4,19.9,32.2,29,23.4,31.9,54.1,50.3,35.1,35.6,68.3,-1.8,NA,2021
9,Georgia Tech,ACC,26,17,113,96.2,0.873,54.1,52.4,16.1,22.7,24.4,30.4,28.4,28.9,55.2,50.8,34.8,36.9,67.3,1.83,R64,2021
10,Maryland,B10,30,17,111,94.9,0.869,53.2,48.7,16.7,16.8,20.6,26.5,31.8,25,53.3,46.2,35.3,34.8,64.8,0.15,R32,2021
9,St. Bonaventure,A10,21,16,109,93.3,0.867,49.8,45.5,16.4,19.2,32.8,29,28,28.6,48.9,45.2,34.4,30.7,64.4,1.93,R64,2021
4,Oklahoma St.,B12,30,21,108,92.2,0.866,51.2,47.1,20.9,19.7,31.4,30.1,37.6,31.3,51.9,46.7,33.2,31.9,72,4.99,R32,2021
8,North Carolina,ACC,29,18,109,93,0.861,48.3,49.1,20.4,19,40.9,26.4,34.2,26.9,48.5,47,31.8,35,71.6,2.42,R64,2021
11,Syracuse,ACC,28,18,113,96.8,0.859,51.2,48,16.4,20.2,29.2,34,28.3,24.1,50.6,48.4,34.8,31.7,68.5,0.54,S16,2021
8,Oklahoma,B12,27,16,111,95.7,0.856,50.8,49.1,15.7,18.5,27,27.7,29.3,23.7,50.6,46.3,34.1,35.7,67.1,0.34,R32,2021
7,Florida,SEC,25,15,110,94.4,0.856,53.1,47.8,21.2,20.2,31,30.6,33.9,35.1,53,48.8,35.6,30.7,68.2,1.24,R32,2021
9,Missouri,SEC,26,16,111,95.5,0.85,50.8,48.5,18.7,18,28.5,28.8,37.1,36.6,52,47.9,32.5,33.1,68.3,2.12,R64,2021
10,Rutgers,B10,28,16,106,92.1,0.844,50.1,47.3,16.8,18.9,27.7,29.7,27.1,32.4,51.7,46.7,31.2,32.3,67.4,1.73,R32,2021
10,VCU,A10,26,19,104,90.3,0.842,50.9,45.8,20.7,23.6,28.5,31.4,34,35.4,51.7,45.9,32.9,30.5,69.8,14,R64,2021
7,Clemson,ACC,24,16,105,91.5,0.841,50,48.7,19.4,21.6,26.6,26.9,23.2,28.9,48.6,47.7,34.5,33.4,64.2,2.92,R64,2021
NA,Penn St.,B10,25,11,111,96.2,0.84,47.9,53,16.3,19.7,31.9,24.8,27.8,33.5,45.8,53.9,33.8,34.5,68.9,-0.6,NA,2021
11,Utah St.,MWC,28,20,104,90.4,0.839,49.8,45.6,20.1,19.5,35.3,21.4,29.2,25.6,49.8,42.9,33.2,33.2,68.7,-1.1,R64,2021
NA,Kentucky,SEC,25,9,108,93.8,0.839,47.1,46.7,19.8,17.9,32.6,30.5,34.5,29.7,45.5,46.6,33.7,31.2,68.1,-4.2,NA,2021
NA,Mississippi,SEC,28,16,106,91.9,0.838,48.7,48.4,20.7,22.4,34.7,27.3,34.2,33.7,50.4,45.8,30,35.3,65,-1.3,NA,2021
NA,Utah,P12,25,12,112,97.5,0.838,53.1,51.2,18.4,19.6,23.6,29.5,28.8,27.3,53,49.6,35.5,36,67.3,-2,NA,2021
10,Virginia Tech,ACC,22,15,109,95,0.836,52.3,48.9,17.3,17.9,27.8,24.4,33.4,31.9,51.6,48.3,35.4,33.2,66.1,0.94,R64,2021
NA,North Carolina St.,ACC,25,14,110,96.5,0.83,53,51.3,18.8,21.6,29.6,31.6,31.1,28.6,52.6,51.2,35.8,34.3,67.7,-1.5,NA,2021
12,Georgetown,BE,26,13,108,94.7,0.829,49.4,48.9,21.5,16.2,32.2,26.9,30.8,25.9,46.1,47.8,36.5,33.8,69.6,-1.1,R64,2021
12,Oregon St.,P12,32,20,111,96.8,0.829,49,48.6,17.6,17.9,29.9,29.9,34.9,38.5,47,50.4,35.1,30.6,65.2,0.44,E8,2021
NA,Saint Louis,A10,21,14,109,95.7,0.828,51.6,48.3,17.7,19.9,35.8,22,29.8,36.7,51.3,47,34.8,33.6,68,-0.8,NA,2021
NA,Seton Hall,BE,27,14,109,95.2,0.825,50,49.4,18.9,19.2,29.7,29.8,35.7,27.3,51.1,46.6,32.1,36.6,66.9,-1.2,NA,2021
NA,Indiana,B10,27,12,107,94.8,0.814,48.5,48.8,17.2,17.6,25.5,27.4,41.5,33.5,48.5,48.1,32.4,33.4,66.1,-1.3,NA,2021
NA,Stanford,P12,27,14,105,92.8,0.806,51.4,48.3,21,20.3,25.1,28.7,36.5,27,52.8,46.9,32.2,33.6,69.2,-0.6,NA,2021
NA,Providence,BE,26,13,107,95.2,0.801,48.3,48.6,17.2,16.8,29.1,29.9,31.6,30.1,48.5,50.6,32,29.7,66.5,-2.1,NA,2021
11,Michigan St.,B10,28,15,106,94.7,0.799,48.1,48,18.8,15.2,30.5,26.4,31.3,36.8,48.1,48,32.1,32.1,68.4,1.24,R68,2021
NA,Mississippi St.,SEC,33,18,106,95,0.796,50.2,47.1,22.1,17.2,35.8,27.5,33.7,24.8,49.7,45.8,34.4,32.5,65.5,-3.1,NA,2021
NA,Xavier,BE,21,13,109,97.6,0.793,52.1,47.6,15.8,16.4,26.8,27.3,25.9,23.5,54.3,45.7,32.5,33.8,68.1,-0.8,NA,2021
NA,Louisville,ACC,20,13,106,95.1,0.785,47.8,48.4,17.2,16.6,32,26.2,32.1,29.8,48.4,50.3,30.8,30.5,65.9,1.23,NA,2021
NA,Richmond,A10,22,14,109,98.1,0.784,53.1,52.2,15,21.6,20.3,28.7,31.3,29.3,53.5,54.9,34.8,31.8,68.6,-1.6,NA,2021
NA,Marquette,BE,27,13,107,96.1,0.78,50.6,47.7,20.9,15.9,29.1,28.3,35,30,51.9,45.8,32.3,33.9,67.7,-2.2,NA,2021
NA,SMU,Amer,17,11,108,97.4,0.78,52.2,47.3,19.8,20.2,30.1,29.2,31.2,35.2,51.9,43.9,35,35.2,69.3,0.25,NA,2021
NA,St. John's,BE,27,16,110,99.1,0.775,50.4,52.6,16.8,21.9,29.2,30.3,28.6,31.8,49.8,53.3,34.4,34.2,73.6,-0.8,NA,2021
NA,Minnesota,B10,29,14,107,96.2,0.775,45,49.7,15.6,19,29.2,31.4,36.7,34.3,46.7,48.3,28.4,35.2,70.2,-1.2,NA,2021
NA,Boise St.,MWC,27,19,107,96.9,0.775,52.3,49.2,16.8,19.9,26.8,23.5,34.1,28,52.2,48.9,34.9,33.1,68.9,-0.8,NA,2021
11,Wichita St.,Amer,20,16,108,97.3,0.774,47.1,47,15.8,18.2,29.8,33.3,38.2,29.2,44.6,47.2,33.8,31.1,67,1.33,R68,2021
12,UC Santa Barbara,BW,25,22,108,97.5,0.771,52.6,47.8,16.4,20.5,28.2,24.3,35.3,27.3,53.2,47,34.3,33.1,65.3,0.15,R64,2021
NA,Auburn,SEC,27,13,110,99.2,0.77,51.2,49.6,21.9,18.5,35,31.7,36.2,31.6,53.1,49.9,32.6,32.7,70.9,-2.2,NA,2021
NA,Washington St.,P12,27,14,102,92.2,0.769,47.9,46.6,21.6,18.5,30.7,26,34.7,32.7,45.7,46.4,34.1,31.3,67.7,-2.7,NA,2021
NA,Buffalo,MAC,24,16,107,96.6,0.768,51.2,46.3,18.5,17.5,37.3,27.1,29.8,28.5,51.3,48,33.9,28.6,73.1,-3.4,NA,2021
13,Ohio,MAC,24,17,110,99.6,0.767,54.7,50.8,17.1,19.2,28.6,26.6,29.3,29.3,55.5,51.1,35.6,33.6,69.1,-2,R32,2021
NA,Toledo,MAC,30,21,112,102,0.763,54,48.5,15.6,17.4,29.7,30.8,28.5,23.7,52.5,51.1,37.2,29.8,68.7,-2,NA,2021
NA,Saint Mary's,WCC,24,14,99.8,90.3,0.759,47.9,47.7,17,18.4,25.7,22,27.7,28,50.1,45.8,29.4,35.2,63.4,-0.6,NA,2021
NA,Northwestern,B10,23,9,103,94.2,0.752,50.3,50.2,17.2,17.9,19.9,25.9,26.8,33.7,49.1,50.5,34.6,33.2,68.3,-3.1,NA,2021
NA,Davidson,A10,21,13,112,102,0.752,55.3,50,17.3,16.1,28.1,22.4,26.9,28.6,56.9,49.7,35.7,33.7,62.9,-2.3,NA,2021
11,Drake,MVC,29,26,110,100,0.751,53.4,48.3,15.3,18.4,32,25.2,24.6,29.9,52.9,49.8,36.4,30.4,66.2,1.83,R64,2021
14,Colgate,Pat,16,14,110,100,0.749,56.6,45.8,14.7,16.3,28.2,25.3,30.9,26.3,54.4,49.4,40.3,26.4,71.7,0.44,R64,2021
NA,Wright St.,Horz,24,18,106,97.3,0.748,54.4,45.1,18,16.7,34.2,25.1,34.5,21.8,53.8,44.8,37,30.6,71.1,-3.5,NA,2021
13,North Texas,CUSA,27,18,105,96.2,0.747,53.8,46.4,19.9,20.9,28,27.7,27,30.6,52.7,45.1,37.2,32.6,62.9,-2.4,R32,2021
NA,Arizona St.,P12,25,11,108,98.6,0.744,49.2,52.5,15,20.7,21.4,30.1,33.3,36.1,48.8,51.5,33.3,36.2,72.7,-2.9,NA,2021
NA,Louisiana Tech,CUSA,31,24,103,94.6,0.739,50.5,46.3,18.2,19.2,26.9,24.1,34.8,27.3,49.6,46.5,34.8,30.7,69.4,-1.5,NA,2021
NA,Colorado St.,MWC,27,20,107,97.8,0.737,54.1,48.9,19.7,20,24.1,26.7,32.8,26.3,55.1,50.9,35.2,30.9,68.7,0.15,NA,2021
NA,Notre Dame,ACC,26,11,113,103,0.737,53.9,50.8,15.7,12.8,22,29.8,25.9,19.7,52.9,48.5,36.8,36.6,67.1,-3.7,NA,2021
NA,Pepperdine,WCC,25,15,108,99.5,0.725,51.2,50,17.7,18.1,23.7,26.5,31.8,34,52.3,54.1,32.9,28.7,71.2,-3.9,NA,2021
NA,Nebraska,B10,26,7,101,93.6,0.719,48.2,49.8,19.7,18.1,23.1,28.9,31,28.4,47.1,52.1,33.2,31.3,71.9,-7,NA,2021
NA,UAB,CUSA,27,22,102,94.6,0.716,48.6,47,15.6,23.6,29,25.4,29.9,27.1,49.4,46.1,31.1,32.4,67.3,-2.6,NA,2021
NA,Western Kentucky,CUSA,29,21,106,97.9,0.713,50.5,49.4,20.4,18.9,31.8,24.2,35.5,22.4,49.9,46,34.5,36.4,67.6,-0.3,NA,2021
NA,Dayton,A10,24,14,107,99.6,0.713,55.5,48.5,21.2,17.5,23,29,33.7,26.3,55.3,48.7,37.2,32.2,65.2,-2.1,NA,2021
14,Eastern Washington,BSky,23,16,109,101,0.712,54.2,48,16.6,16.1,23.6,25.6,30.5,27.4,54.4,47.8,36,32.1,72,-3.1,R64,2021
NA,Georgia,SEC,25,14,107,99.8,0.706,50.7,52.5,21.5,21.6,32.8,32.3,34.3,31.4,51.8,53.3,32.3,34.2,73.1,-2.3,NA,2021
13,Liberty,ASun,25,23,109,101,0.706,56.9,47.8,16,17.4,23.2,22.8,25.4,30.5,55.8,47.8,38.8,31.8,63.4,-1.7,R64,2021
NA,Vanderbilt,SEC,25,9,108,100,0.702,51.2,52.1,19.9,19.8,28.3,28.6,32.9,33.7,50.2,52.9,34.9,33.8,68.3,-6,NA,2021
12,Winthrop,BSth,25,23,104,97.1,0.702,52.6,49.1,19.3,22,35.3,22.1,35.6,34.4,52.5,49.4,35.2,32.4,73.3,14,R64,2021
NA,UCF,Amer,23,11,106,98.7,0.699,50.1,49.3,21.6,19.5,28.2,31.5,30.7,33.6,47.9,49.4,35.5,32.7,66.8,-3.1,NA,2021
14,Abilene Christian,Slnd,25,24,100,93.6,0.698,51.2,46,19.2,26.5,30.6,27.9,32.7,41.1,49.3,46.8,36.4,29.7,69.3,-1,R32,2021
NA,Furman,SC,22,16,108,100,0.697,56.7,51.5,17.8,20.5,26.3,27.4,25.8,28.7,60.8,51.5,34.8,34.3,67.9,-4.6,NA,2021
NA,Loyola Marymount,WCC,22,13,107,100,0.696,51.7,50.8,23.4,17.3,32.6,20.7,41.3,34.8,52.2,50.3,33.8,34.5,66.2,-2.3,NA,2021
15,Grand Canyon,WAC,21,17,104,97.2,0.695,52.5,45.5,20,16.2,33.6,23.2,33.4,30.1,55.2,45.4,31.8,30.5,64.9,-2.9,R64,2021
NA,Pittsburgh,ACC,22,10,107,100,0.694,48.8,50,18.3,17.5,34.5,26.1,36.9,33.2,47.8,51.1,33.9,32.2,68.5,-3.9,NA,2021
NA,San Francisco,WCC,25,11,105,98.3,0.689,51.3,49.8,16.9,19.9,24.8,24.7,21.4,39.9,51.5,50.1,34,32.6,68.3,-5.9,NA,2021
NA,Nevada,MWC,25,16,107,100,0.686,51.3,48.4,18.3,17.8,24.3,24.3,38.9,41.4,50,46.9,35.5,33.6,70.1,-2.8,NA,2021
NA,Missouri St.,MVC,22,17,106,99.3,0.678,54.2,47.5,18.2,14.2,23.8,22.2,30.6,28,55.2,46.4,35,33,68.8,-2.6,NA,2021
NA,Massachusetts,A10,15,8,105,99.2,0.671,50,50.9,16.3,19.9,24.3,25.6,34.2,33.4,50.9,51,32.6,33.8,71.4,-3.7,NA,2021
NA,Marshall,CUSA,22,15,108,101,0.67,54.8,49.9,16.3,19.8,23.8,28.2,24.2,27.5,55.5,47.7,36,35.9,72.7,-2.6,NA,2021
NA,Belmont,OVC,29,26,108,101,0.664,56.3,49.3,16.6,20.4,26.4,27.2,27.9,24.6,59.4,48.2,34.7,34,70.8,-1,NA,2021
NA,UC Riverside,BW,22,14,102,97.5,0.651,52.5,45.8,17.6,16.4,26.1,23.8,22,28.6,50.3,44.7,36.9,31.9,66.5,-4.3,NA,2021
NA,UC Irvine,BW,25,18,99.6,94.4,0.649,47.3,45.6,18.9,18.2,31.1,24.7,29.1,28.1,46.7,43.2,32.9,32.9,67.5,-3.4,NA,2021
NA,Duquesne,A10,18,9,102,97.5,0.63,47.6,47.3,19.5,19.6,31,30.1,31.6,35.5,49.3,50.3,29.9,28.4,68.7,-4.3,NA,2021
NA,Pacific,WCC,17,9,102,98.4,0.625,47.9,51.6,16.5,18.2,27.5,23.6,26.9,33.2,49.1,50.8,29.8,35.1,66.4,-3,NA,2021
NA,Rhode Island,A10,25,10,103,98.9,0.625,49.2,47.9,19.7,17.5,30,26.7,38.9,33.5,50.3,46.8,31.2,33,69.2,-6.9,NA,2021
NA,California,P12,28,9,104,99.7,0.623,49.4,53,19.3,17.6,24.3,25.1,34,34,49.5,51.1,32.9,37.9,64.8,-7.5,NA,2021
13,UNC Greensboro,SC,30,21,101,97.5,0.623,47.9,48.2,15.6,21.1,32.1,25.7,23.7,36.5,49.9,48.9,29.9,31.4,67.9,-3.4,R64,2021
NA,TCU,B12,26,12,104,100,0.621,49.9,50.7,20.9,17,28.9,29.3,32.4,29.3,49.5,51,33.8,33.5,66.7,-3.8,NA,2021
NA,DePaul,BE,19,5,99.3,95.2,0.619,46.1,48,22.1,20.1,31.8,31.6,23.7,35.3,45.7,49.1,31.5,30.9,70,-6,NA,2021
NA,Cincinnati,Amer,23,12,102,98.6,0.611,48.4,49.6,20.5,18.6,29.1,25.3,33,37.8,49.4,49.2,31.1,33.6,70.8,-2.9,NA,2021
NA,Akron,MAC,21,15,107,103,0.608,51.5,48.6,17,16.4,30,28.8,30.7,27.3,52.7,49.3,33.4,31.6,68.2,-3.1,NA,2021
NA,South Dakota St.,Sum,22,16,109,105,0.604,56.5,51.2,17.3,15.3,24,21.1,38,26.3,53.9,49.9,40.9,35.5,71.1,-2.8,NA,2021
NA,Butler,BE,25,10,102,98.9,0.603,47.5,53,17.3,18.6,26,25.2,29.4,28.5,46.8,53.4,32.3,35,64.4,-3.8,NA,2021
NA,Texas A&M,SEC,18,8,102,99.1,0.595,47.7,53.1,22.4,22.7,32.8,30.1,33.7,29.6,49.5,55,30,34.1,64.7,-4,NA,2021
15,Oral Roberts,Sum,26,18,107,104,0.594,53,50.1,15.5,18.4,22.7,33.5,27.9,31.6,49.9,49.4,37.7,34.4,71,-4.9,S16,2021
NA,Indiana St.,MVC,24,15,101,98.1,0.592,48.9,51.5,18.3,21.7,25.2,27.7,36.3,28.3,47.9,52.6,33.8,33.1,66.7,-3.7,NA,2021
NA,UTEP,CUSA,21,12,103,99.8,0.589,47.5,49.6,16.1,18.9,24.7,25.4,29.9,40.7,46.5,48.6,32.8,34.6,67.4,-6.4,NA,2021
NA,Temple,Amer,16,5,101,98.8,0.587,46.7,47.3,19.5,16,25.9,28.1,38.9,31.7,43.8,44.8,34.2,34.3,68,-6.2,NA,2021
NA,South Carolina,SEC,21,6,103,100,0.585,46.7,53.2,19.8,22,32.2,31.3,27.9,39,47.2,52,30.5,36.8,74.3,-5.5,NA,2021
NA,Miami FL,ACC,27,10,102,99.6,0.579,47.4,52.5,18.4,17.9,27,26.3,32.8,19.8,48.9,49.7,29.5,37.8,67.7,-6.5,NA,2021
NA,Tulsa,Amer,21,11,101,98.9,0.575,49,48.5,20,21.7,26.5,32.1,33.1,35.1,51.6,46.6,30,34.1,65.7,-5.3,NA,2021
NA,George Mason,A10,21,13,101,98.7,0.574,48.7,50.3,17.6,19.3,30.3,22.9,29.3,28.6,48.5,48.4,32.7,35.7,68,-4,NA,2021
NA,Kent St.,MAC,22,15,103,101,0.57,50.8,49.6,19.3,17.6,34.2,28.6,28.1,27.9,51.3,47.5,33.5,35.3,69.5,-2.8,NA,2021
NA,Santa Clara,WCC,19,12,101,99,0.567,47.7,47.4,17.8,16.9,23,24.9,39.9,30.1,49,47.2,29.9,31.9,70.6,-2.9,NA,2021
NA,Mercer,SC,26,18,105,102,0.566,54.3,50.2,18,16.8,26.1,26,24.8,27.1,53.9,52.1,36.6,31.4,67.6,-6.2,NA,2021
14,Morehead St.,OVC,29,23,100,98,0.561,52.2,47.4,23.1,17.7,31.5,25.2,36.2,23.1,51.8,47.8,35.3,31.2,65.2,-1.9,R64,2021
15,Iona,MAAC,18,12,100,99,0.554,50.7,46,22.5,19.7,32.6,26.9,34.5,46.1,49.9,46.3,34.6,30.2,67.8,-3.2,R64,2021
NA,East Tennessee St.,SC,23,13,102,100,0.554,50.3,50.4,20.3,19.8,30.5,26.5,29.8,31.6,49,49.3,34.9,34.4,65.6,-7.2,NA,2021
NA,James Madison,CAA,17,13,104,102,0.552,50.5,49.6,16.7,20.8,27.9,28.2,40.8,33.4,50.9,50.3,33.3,32.6,71.8,-4.5,NA,2021
NA,Kansas St.,B12,28,9,98.5,96.8,0.549,47.2,53,22.3,19.7,29.9,27.9,27.9,32.2,48.7,52,30,36.3,65.6,-8,NA,2021
NA,Vermont,AE,15,10,105,103,0.548,53.3,47,18.1,19,26.6,23.2,33,33.5,54.4,47.1,34.4,31.2,66.1,-3.8,NA,2021
16,Drexel,CAA,20,12,106,104,0.548,53.3,50.1,19.4,15.9,28.7,24.1,27.3,26.4,52,51.2,37.1,32,64.1,-4.5,R64,2021
NA,Weber St.,BSky,20,17,105,104,0.548,56.4,49.9,17.2,18.9,22.4,24.5,36.8,32.2,57.3,48.3,36.6,35.2,71.6,-3.2,NA,2021
NA,Southern Utah,BSky,19,20,107,105,0.547,52.4,51.7,16,17,29.2,23.9,39.4,31.2,54,50.4,33.4,35.8,70,-1.4,NA,2021
NA,New Mexico St.,WAC,17,12,105,103,0.546,49.4,49.5,18.3,18.6,34.3,26.5,31,34,50.8,50.5,31.9,31.8,63.8,-5.5,NA,2021
NA,Chattanooga,SC,24,18,102,101,0.546,50.4,51.9,15.9,18.8,22.6,25.1,28.1,23.4,48.6,52.2,35.4,34.3,66.5,-4.2,NA,2021
NA,Old Dominion,CUSA,22,15,101,99.6,0.545,48.6,50,18.5,19.5,27.9,25.9,31.3,29.4,50.6,47.6,29.4,35.5,67.2,-3,NA,2021
NA,Washington,P12,26,5,102,100,0.544,48.9,51.2,19.2,17.2,23.4,34.4,26.2,34.7,48.3,50.6,33.2,34.9,70.8,-8.3,NA,2021
